taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.980309,40.732265,0.48
2.0,-73.988258,40.734673,0.46
3.0,-73.980629,40.722763,0.73
4.0,-73.930107,40.756691,0.6
5.0,-73.998672,40.755222,0.8
6.0,-73.985458,40.741314,0.85
7.0,-73.986671,40.72226,0.65
8.0,-74.005905,40.736176,0.67
9.0,-73.781197,40.645069,0.42
10.0,-73.986694,40.755913,0.52
11.0,-73.978371,40.745384,0.79
12.0,-73.969353,40.757633,0.19
13.0,-73.975746,40.745213,0.98
14.0,-74.000427,40.747856,0.78
15.0,-73.988556,40.743862,0.54
16.0,-73.994057,40.720566,0.93
17.0,-73.984344,40.734657,0.72
18.0,-73.991982,40.744076,0.78
19.0,-74.007523,40.726582,0.84
20.0,-73.989326,40.719036,0.43
21.0,-73.992134,40.737946,0.69
22.0,-73.998711,40.719688,0.68
23.0,-73.988403,40.731312,0.64
24.0,0.0,0.0,0.46
25.0,-73.98764,40.671474,0.27
26.0,-73.989281,40.742332,0.65
27.0,-73.986893,40.759434,0.82
28.0,-73.970093,40.74831,0.18
29.0,-73.988976,40.741283,0.72
30.0,-74.003403,40.743439,0.66
