taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.976318,40.760811,0.78
2.0,-73.984673,40.754177,0.24
3.0,-73.977318,40.733948,0.14
4.0,-73.985458,40.738571,0.29
5.0,-73.994911,40.726231,0.71
6.0,-74.006584,40.74408,0.62
7.0,-73.985077,40.748775,0.8
8.0,-73.99469,40.752789,0.73
9.0,-73.989853,40.762321,0.33
10.0,-73.992561,40.725441,0.94
11.0,-74.00032,40.738842,0.38
12.0,-73.987236,40.720448,0.33
13.0,-73.987274,40.758785,0.35
14.0,-74.005402,40.727669,0.54
15.0,-73.95015,40.771946,0.39
16.0,-73.981033,40.74765,0.59
17.0,-73.967422,40.756584,0.76
18.0,-73.99411,40.751656,0.4
19.0,-73.983017,40.744595,0.94
20.0,-73.963081,40.775139,0.78
21.0,-73.955078,40.769077,0.15
22.0,-73.986229,40.730335,0.41
23.0,-73.987862,40.73838,0.47
24.0,-73.988533,40.731373,0.17
25.0,-73.976105,40.755451,0.23
26.0,-73.990768,40.750965,0.81
27.0,-73.987671,40.719891,0.39
28.0,-74.008667,40.713062,0.61
29.0,-74.003174,40.727825,0.91
30.0,-73.982056,40.757137,0.26
