taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.988068,40.718822,0.14
2.0,-73.972458,40.75351,0.46
3.0,-73.985619,40.739986,0.43
4.0,-73.982208,40.73988,0.13
5.0,-73.989586,40.739094,0.71
6.0,-74.004227,40.719482,0.97
7.0,-73.998703,40.730682,0.81
8.0,-73.998413,40.74041,0.98
9.0,-73.976364,40.739796,0.57
10.0,-73.96759,40.756538,0.47
11.0,-73.985291,40.758404,0.2
12.0,-73.986237,40.722271,0.12
13.0,-73.986404,40.761818,0.16
14.0,-73.78997,40.647125,0.76
15.0,-73.983879,40.727112,0.94
16.0,-73.991096,40.760487,0.86
17.0,-73.989281,40.757423,0.63
18.0,-74.000977,40.731586,0.72
19.0,-73.978828,40.75758,0.62
20.0,-73.988831,40.670185,0.18
21.0,-73.986275,40.759083,0.27
22.0,-73.99482,40.744839,0.8
23.0,-73.963844,40.776863,0.4
24.0,-73.980881,40.73381,0.66
25.0,-73.983597,40.743629,0.14
26.0,-73.994133,40.681278,0.84
27.0,0.0,0.0,0.55
28.0,-73.98217,40.770306,0.88
29.0,-74.005943,40.740208,0.64
30.0,-73.983688,40.747288,0.96
31.0,-73.970406,40.763996,0.87
32.0,-73.984589,40.763687,0.23
33.0,-73.986343,40.759171,0.26
34.0,-73.996086,40.753532,0.32
