taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.990517,40.73679,0.3
2.0,-73.890648,40.746948,0.45
3.0,-73.970291,40.756218,0.68
4.0,-73.980049,40.759068,0.34
5.0,-73.985092,40.719093,0.67
6.0,-73.980179,40.758945,0.11
7.0,-73.978035,40.745735,0.34
8.0,-73.981255,40.724991,0.1
9.0,-73.783531,40.648663,0.57
10.0,-73.782104,40.644642,0.6
11.0,-74.007774,40.725906,0.63
12.0,-73.994614,40.7505,0.88
13.0,-73.783485,40.648682,0.38
14.0,-73.967628,40.802788,0.99
15.0,-74.00901,40.713367,0.71
16.0,-73.998489,40.729706,0.96
17.0,-73.984184,40.725243,0.63
18.0,-73.99157,40.744286,0.2
19.0,-73.990448,40.718807,0.56
20.0,-73.979691,40.760559,0.34
21.0,-74.012428,40.70322,0.61
22.0,-73.972321,40.749805,0.6
23.0,-73.972694,40.75922,0.74
24.0,-73.988884,40.763607,0.26
25.0,-73.97435,40.754311,0.74
26.0,-73.980301,40.746101,0.89
27.0,-73.992805,40.742798,0.48
28.0,-73.98584,40.722878,0.41
29.0,-73.965248,40.77187,0.5
30.0,-73.990448,40.750973,0.16
31.0,-73.959381,40.711708,0.45
32.0,-73.991173,40.750179,0.45
33.0,-73.987999,40.745876,0.24
34.0,-73.989532,40.757549,0.21
