customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.982262,40.752934,-73.986916,40.749462,0.611,3.55,0.419,4.8
2.0,-74.000191,40.734776,-73.976906,40.749447,2.492,11.233333333333333,0.533,18.8
3.0,-73.995033,40.725113,-73.898247,40.703232,9.795,22.533333333333335,0.599,13.0
4.0,-73.97641,40.744225,-73.999268,40.727909,2.458,9.383333333333333,0.521,5.5
5.0,-73.932716,40.695477,-73.946579,40.675995,1.62,6.4,0.253,15.6
6.0,-73.990349,40.718979,-73.963287,40.758118,3.04,8.1,0.612,6.3
7.0,-73.954468,40.774235,-73.983612,40.74247,3.169,13.15,0.801,14.0
8.0,-73.982079,40.77562,-73.990158,40.7617,1.029,5.0,0.378,4.8
9.0,-73.980423,40.763371,-73.956841,40.774948,2.508,8.0,0.393,14.2
10.0,-73.9897,40.725857,-73.963043,40.680916,3.066,20.0,0.321,14.5
11.0,-74.003143,40.733887,-73.984802,40.768444,2.197,11.0,0.215,6.0
12.0,-73.974602,40.76239,-73.991035,40.667606,3.214,25.0,0.62,15.2
13.0,-74.000847,40.730831,-73.94519,40.774166,5.807,17.0,1.022,6.7
14.0,-73.904785,40.74139,-73.852486,40.693581,5.512,16.0,0.826,15.6
15.0,-73.940933,40.712585,-73.923904,40.860367,4.55,30.0,0.606,4.9
16.0,-73.962364,40.70528,-73.995972,40.72356,3.523,11.0,0.981,18.7
17.0,-73.99353,40.7523,-74.005234,40.740501,1.348,5.0,0.981,2.9
18.0,-74.002808,40.74464,-73.979073,40.744572,2.502,9.766666666666667,1.149,11.4
19.0,-73.978172,40.752468,-73.856079,40.722195,12.326,16.0,1.096,18.9
20.0,-73.988068,40.759941,-73.981018,40.786789,1.157,10.0,0.97,12.9
21.0,-74.004272,40.742432,-73.999916,40.738644,0.584,3.0,0.787,13.2
22.0,-73.988785,40.74765,-74.030464,40.738899,4.296,16.0,0.27,17.9
23.0,-73.986145,40.717693,-73.956261,40.721508,3.116,9.0,0.687,16.9
24.0,-73.997528,40.721081,-74.002708,40.718483,0.659,4.0,0.261,19.8
25.0,-73.951942,40.710892,-73.963638,40.754467,1.81,12.0,0.264,11.2
26.0,-73.989799,40.741917,-73.968094,40.79327,2.72,13.0,0.503,10.2
27.0,-73.977791,40.734299,-73.988594,40.719528,1.288,7.866666666666666,1.177,8.9
28.0,-73.990959,40.724178,-73.981102,40.780956,1.981,18.0,0.292,2.4
29.0,-73.781815,40.644775,-73.943291,40.723198,16.365,20.0,1.001,8.2
30.0,-74.003464,40.743439,-74.015099,40.709862,1.619,13.0,0.366,4.1
31.0,-73.997086,40.722195,-73.985184,40.763096,1.771,13.0,0.255,1.2
32.0,-73.996864,40.747528,-74.015686,40.707722,2.308,13.0,0.88,6.5
33.0,-73.986298,40.761669,-73.963898,40.802948,2.641,11.0,0.753,13.8
34.0,-73.985695,40.743286,-73.992134,40.749233,0.8,3.0,0.549,17.7
35.0,-73.987999,40.7379,-73.9925,40.737549,0.587,2.0,0.991,12.0
36.0,-73.999092,40.73838,-73.969269,40.676792,3.556,17.0,0.832,10.9
37.0,-73.993393,40.720211,-73.978447,40.684185,1.926,11.0,0.202,4.0
38.0,-73.986008,40.749233,-74.007454,40.706978,2.569,14.0,0.942,19.8
39.0,-73.959396,40.769169,-73.968208,40.786629,1.139,7.0,0.962,19.6
40.0,-73.988609,40.731197,-73.988564,40.748756,0.621,9.0,0.322,15.5
41.0,-73.971054,40.762783,-73.984612,40.742569,1.598,11.0,0.49,3.7
42.0,-73.955055,40.780231,-74.001915,40.739571,4.937,15.0,0.525,9.7
43.0,-73.991966,40.684498,-73.978325,40.786259,3.247,24.983333333333334,0.815,4.0
44.0,-73.957939,40.721832,-73.927742,40.696991,3.222,13.0,0.236,2.3
45.0,-73.957512,40.769978,-73.924889,40.743763,3.466,9.0,0.928,9.6
