taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.004173,40.730221,0.63
2.0,-73.963943,40.776669,0.7
3.0,-74.004814,40.741653,0.29
4.0,-73.975349,40.741028,0.31
5.0,-73.976631,40.750626,0.71
6.0,-74.005516,40.740807,0.62
7.0,-73.993217,40.719387,0.12
8.0,0.0,0.0,0.66
9.0,-74.004959,40.735401,0.83
10.0,-73.986794,40.739529,0.75
11.0,-74.001579,40.737598,0.27
12.0,-73.980911,40.744423,0.12
13.0,-73.994362,40.750832,0.89
14.0,-73.94191,40.754482,0.49
15.0,-73.975342,40.758469,0.75
16.0,-73.987999,40.774734,0.35
17.0,-73.974472,40.746841,0.56
18.0,-73.995247,40.7547,0.97
19.0,-73.989166,40.753002,0.53
20.0,-74.002495,40.750008,0.5
21.0,-74.005455,40.740871,0.99
22.0,-73.980164,40.758484,0.11
23.0,-73.994064,40.751156,0.91
24.0,-73.972092,40.759041,0.73
25.0,-73.983208,40.696716,0.3
26.0,-73.988609,40.722347,0.4
27.0,-73.952545,40.714104,0.25
28.0,-74.003052,40.739216,0.57
29.0,-73.985435,40.732567,0.79
30.0,-73.986877,40.761456,0.71
31.0,-73.980797,40.744759,0.49
32.0,-73.944626,40.787491,0.96
33.0,-73.968803,40.75016,0.87
34.0,-73.996178,40.753475,0.31
