taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.004173,40.730221,0.83
2.0,-73.963943,40.776669,0.8
3.0,-74.004814,40.741653,0.12
4.0,-73.975349,40.741028,0.14
5.0,-73.976631,40.750626,0.14
6.0,-74.005516,40.740807,0.42
7.0,-73.993217,40.719387,0.24
8.0,0.0,0.0,0.7
9.0,-74.004959,40.735401,0.88
10.0,-73.986794,40.739529,0.84
11.0,-74.001579,40.737598,0.46
12.0,-73.980911,40.744423,0.52
13.0,-73.994362,40.750832,0.62
14.0,-73.94191,40.754482,0.64
15.0,-73.975342,40.758469,0.23
16.0,-73.987999,40.774734,0.62
17.0,-73.974472,40.746841,0.28
18.0,-73.995247,40.7547,0.77
19.0,-73.989166,40.753002,0.55
20.0,-74.002495,40.750008,0.5
21.0,-74.005455,40.740871,0.6
22.0,-73.980164,40.758484,0.47
23.0,-73.994064,40.751156,0.7
24.0,-73.972092,40.759041,0.6
25.0,-73.983208,40.696716,0.22
26.0,-73.988609,40.722347,0.18
27.0,-73.952545,40.714104,0.23
28.0,-74.003052,40.739216,0.48
29.0,-73.985435,40.732567,0.42
30.0,-73.986877,40.761456,0.56
31.0,-73.980797,40.744759,0.22
32.0,-73.944626,40.787491,0.29
33.0,-73.968803,40.75016,0.73
34.0,-73.996178,40.753475,0.68
