customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-74.002663,40.733479,-73.957008,40.771614,4.804,15.066666666666666,0.636,1.1
2.0,-73.784004,40.648643,-73.979691,40.656754,19.627,26.683333333333334,0.438,16.5
3.0,-73.967422,40.761421,-73.955795,40.776402,1.367,2.8666666666666667,0.689,3.3
4.0,-73.97052,40.756447,-73.911385,40.861607,6.701,22.583333333333332,0.289,10.6
5.0,-73.977104,40.756554,-74.007576,40.704941,3.488,18.033333333333335,0.996,8.4
6.0,-73.95285,40.776516,-73.98069,40.764458,2.93,10.233333333333333,0.264,8.8
7.0,-73.987656,40.738361,-74.0056,40.725788,1.958,7.6,0.294,8.9
8.0,-74.002396,40.750328,-74.004158,40.738003,0.519,5.533333333333333,1.005,14.7
9.0,-73.993057,40.736881,-73.919106,40.776035,7.581,23.366666666666667,0.598,4.6
10.0,-73.92205,40.760441,-73.921532,40.773907,0.513,5.35,0.755,4.9
11.0,-73.96209,40.715649,-73.983543,40.73185,2.321,12.733333333333333,0.818,16.5
12.0,-73.975021,40.75359,-73.982887,40.741894,0.985,5.033333333333333,0.478,4.9
13.0,-73.971397,40.76086,-73.981735,40.666927,2.918,26.533333333333335,0.888,17.3
14.0,-73.975281,40.751965,-73.964325,40.770714,1.345,5.283333333333333,0.519,15.5
15.0,-73.992996,40.741585,-73.990868,40.756222,0.593,6.533333333333333,0.565,6.4
16.0,-73.993881,40.720516,-73.943863,40.792858,5.502,20.65,0.937,14.8
17.0,-74.004051,40.751686,-73.984261,40.751698,2.109,5.766666666666667,0.3,13.8
18.0,-73.97905,40.746223,-73.971878,40.762871,0.987,4.733333333333333,1.069,2.6
19.0,-73.999481,40.738594,-73.989815,40.720669,1.219,10.516666666666667,0.209,11.7
20.0,-73.984688,40.752865,-73.982086,40.736103,0.667,8.6,0.22,7.5
21.0,-73.971169,40.748165,-73.990089,40.757362,2.039,9.166666666666666,0.967,18.5
22.0,-73.995216,40.739323,-73.972916,40.793373,2.81,16.433333333333334,0.296,3.3
23.0,-73.988441,40.764366,-74.004051,40.734097,1.901,9.433333333333334,0.282,1.7
24.0,-73.95578,40.772518,-73.946823,40.781628,1.065,4.016666666666667,0.563,3.1
25.0,-73.953285,40.775753,-73.982948,40.731506,3.333,9.833333333333334,1.074,16.2
26.0,-73.98951,40.74173,-73.963539,40.774368,2.876,9.3,1.182,3.6
27.0,-74.006569,40.734924,-73.992416,40.69648,1.899,13.85,0.214,1.2
28.0,-74.008759,40.719479,-73.985909,40.771439,2.824,14.466666666666667,0.213,13.5
29.0,-74.005463,40.727207,-73.950684,40.723694,5.594,14.433333333333334,1.058,13.8
30.0,-73.94075,40.747913,-73.95713,40.744827,1.772,5.716666666666667,1.033,7.7
31.0,-74.008034,40.742397,-73.979836,40.752968,2.961,6.716666666666667,0.454,4.8
32.0,-73.984451,40.764671,-73.97995,40.780891,0.77,6.3,0.873,10.4
33.0,-74.007149,40.743587,-73.995224,40.759983,1.408,2.8333333333333335,1.048,18.1
34.0,-73.921867,40.760365,-73.912773,40.769154,1.076,3.7,0.566,7.3
35.0,-73.985443,40.727219,-73.991119,40.740643,0.813,8.15,0.519,9.6
36.0,-73.988464,40.750458,-73.960426,40.761944,2.948,11.05,0.545,13.3
37.0,-73.961975,40.77639,-73.993675,40.759792,3.328,12.65,0.871,18.3
38.0,-73.963211,40.716972,-73.949425,40.728237,1.546,6.2,0.514,11.5
39.0,-73.98629,40.756523,-73.953102,40.688957,3.93,26.533333333333335,1.054,19.3
40.0,-74.001076,40.730949,-74.005219,40.706898,0.917,13.816666666666666,0.616,4.1
41.0,-74.003929,40.747681,-73.978065,40.7533,2.719,8.433333333333334,0.909,11.3
42.0,-73.977348,40.75211,-74.002975,40.731197,2.754,11.583333333333334,0.21,15.3
43.0,-73.988625,40.738785,-73.964417,40.770054,2.698,10.383333333333333,0.387,1.2
44.0,-73.91703,40.761467,-73.876907,40.75074,4.145,11.3,1.003,11.0
45.0,-73.989799,40.738739,-73.994087,40.738598,0.565,1.9333333333333333,1.113,16.0
46.0,-73.984207,40.743305,-73.991745,40.729958,0.974,4.183333333333334,1.088,13.6
47.0,-74.007736,40.740711,-73.971909,40.751534,3.718,14.1,1.072,10.8
48.0,-74.001381,40.734493,-73.994728,40.760342,1.109,10.133333333333333,0.907,13.9
49.0,-74.006432,40.73954,-73.961372,40.776035,4.736,17.25,0.549,14.8
50.0,-73.998672,40.724232,-73.989357,40.659798,2.136,30.1,0.89,9.9
51.0,-73.991653,40.68504,-73.994957,40.697052,0.604,4.566666666666666,0.428,18.1
52.0,-73.784073,40.646229,-73.971443,40.792034,19.228,30.55,0.804,18.5
