taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.004272,40.707539,0.9
2.0,-73.992851,40.724323,0.11
3.0,-73.982285,40.731487,0.32
4.0,-73.97551,40.762951,0.95
5.0,-73.984573,40.755093,0.86
6.0,-73.985649,40.727051,0.89
7.0,-73.980804,40.729752,0.37
8.0,-74.003006,40.718746,0.9
9.0,-74.010925,40.709244,0.97
10.0,-74.009377,40.713268,0.84
11.0,-73.985199,40.758503,0.97
12.0,-73.972549,40.747452,0.94
13.0,-73.999489,40.730198,0.14
14.0,-73.99604,40.724712,0.94
15.0,-73.984955,40.732407,0.1
16.0,-73.990479,40.751377,0.65
17.0,-73.958015,40.769367,0.32
18.0,-73.954994,40.770054,0.8
19.0,-73.990982,40.727871,0.43
20.0,-73.980446,40.744343,0.39
21.0,-73.982559,40.767551,0.58
22.0,-73.967216,40.762787,0.77
23.0,-73.976501,40.788464,0.2
24.0,-73.992035,40.740788,0.74
25.0,-73.996407,40.725452,0.34
26.0,-73.97361,40.764736,0.43
27.0,-73.990509,40.761684,0.4
28.0,-73.994705,40.725834,0.5
29.0,-74.003601,40.751629,0.9
30.0,-73.993881,40.746376,0.53
31.0,-73.972107,40.756096,0.24
32.0,-73.947784,40.78355,0.28
33.0,-73.998528,40.734951,0.86
34.0,-73.9944,40.740688,0.6
