taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.004272,40.707539,0.81
2.0,-73.992851,40.724323,0.53
3.0,-73.982285,40.731487,0.2
4.0,-73.97551,40.762951,0.9
5.0,-73.984573,40.755093,0.68
6.0,-73.985649,40.727051,0.68
7.0,-73.980804,40.729752,0.93
8.0,-74.003006,40.718746,0.22
9.0,-74.010925,40.709244,0.13
10.0,-74.009377,40.713268,0.17
11.0,-73.985199,40.758503,0.45
12.0,-73.972549,40.747452,0.71
13.0,-73.999489,40.730198,0.3
14.0,-73.99604,40.724712,0.69
15.0,-73.984955,40.732407,0.44
16.0,-73.990479,40.751377,0.42
17.0,-73.958015,40.769367,0.23
18.0,-73.954994,40.770054,0.84
19.0,-73.990982,40.727871,0.36
20.0,-73.980446,40.744343,0.79
21.0,-73.982559,40.767551,0.63
22.0,-73.967216,40.762787,0.54
23.0,-73.976501,40.788464,0.46
24.0,-73.992035,40.740788,0.21
25.0,-73.996407,40.725452,0.87
26.0,-73.97361,40.764736,0.42
27.0,-73.990509,40.761684,0.61
28.0,-73.994705,40.725834,0.96
29.0,-74.003601,40.751629,0.36
30.0,-73.993881,40.746376,0.24
31.0,-73.972107,40.756096,0.77
32.0,-73.947784,40.78355,0.89
33.0,-73.998528,40.734951,0.43
34.0,-73.9944,40.740688,0.4
