taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.971001,40.759457,0.36
2.0,-74.001938,40.732697,0.85
3.0,-73.970253,40.797146,0.34
4.0,-73.987572,40.770294,0.68
5.0,-74.007278,40.705303,0.79
6.0,-73.979446,40.734909,0.9
7.0,-73.987198,40.720505,0.36
8.0,-73.999229,40.717422,0.67
9.0,-73.960617,40.818172,0.74
10.0,-74.003189,40.734215,0.29
11.0,-73.97789,40.763638,0.42
12.0,-73.991982,40.726467,0.89
13.0,-73.962074,40.716,0.49
14.0,-73.991379,40.751755,0.75
15.0,-74.000916,40.720425,0.67
16.0,-74.002502,40.718742,0.89
17.0,-73.983681,40.77364,0.14
18.0,-73.94294,40.740028,0.29
19.0,-74.004196,40.752613,0.86
20.0,-73.962112,40.770515,0.98
21.0,-73.99308,40.719837,0.6
22.0,-73.989189,40.741787,0.19
23.0,0.0,0.0,0.77
24.0,-73.993149,40.752102,0.6
25.0,-73.790436,40.646759,0.43
26.0,-73.993416,40.753834,0.64
27.0,-73.974739,40.753418,0.67
28.0,-73.992119,40.725838,0.86
29.0,-73.995834,40.753071,0.57
30.0,-73.97451,40.759102,0.95
