taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.007607,40.741024,0.85
2.0,-73.983391,40.750622,0.4
3.0,-73.992737,40.73402,0.75
4.0,-73.983971,40.76516,0.97
5.0,-74.000923,40.730907,0.62
6.0,-74.003593,40.722477,0.99
7.0,-73.965523,40.806034,0.38
8.0,-73.982529,40.760281,0.45
9.0,-73.981026,40.744423,0.75
10.0,-73.996162,40.75351,0.78
11.0,-74.008064,40.714756,0.15
12.0,-73.990662,40.757313,0.93
13.0,-73.953278,40.767555,0.25
14.0,-73.986496,40.730373,0.26
15.0,-74.004303,40.707787,0.9
16.0,-73.982109,40.763264,0.92
17.0,-73.967781,40.760521,0.9
18.0,-73.966682,40.686638,0.81
19.0,-74.005074,40.719128,0.46
20.0,-74.005951,40.740108,0.34
21.0,-73.961128,40.718895,0.68
22.0,-74.002007,40.72287,0.7
23.0,-73.999817,40.738487,0.24
24.0,-73.958412,40.781425,0.46
25.0,-73.973785,40.762909,0.12
26.0,-73.984673,40.729015,0.28
27.0,-73.981499,40.762962,0.52
28.0,-73.995331,40.733578,0.67
29.0,-74.005051,40.708412,0.68
30.0,-73.972984,40.756321,0.66
31.0,-73.960564,40.761497,0.5
32.0,-73.994522,40.740509,0.67
33.0,-73.994415,40.741337,0.23
34.0,-73.981438,40.741425,0.93
