taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.987602,40.75967,0.75
2.0,-74.009079,40.713402,0.68
3.0,-73.987595,40.762089,0.23
4.0,-73.975189,40.717945,0.42
5.0,-73.986183,40.728016,0.56
6.0,-73.952728,40.776611,0.55
7.0,-74.003845,40.738323,0.29
8.0,-73.993324,40.747604,0.64
9.0,-73.982147,40.768772,0.62
10.0,-73.982094,40.778038,0.39
11.0,-73.776688,40.645367,1.0
12.0,-73.989777,40.736824,0.27
13.0,-73.986984,40.760273,0.1
14.0,-73.99781,40.713665,0.2
15.0,-73.983498,40.725868,0.19
16.0,-73.983757,40.749561,0.79
17.0,-73.990845,40.734909,0.93
18.0,-74.009064,40.71101,0.84
19.0,-73.982948,40.749458,0.66
20.0,-74.006691,40.743992,0.17
21.0,-73.990929,40.739796,0.62
22.0,-74.011536,40.702625,0.22
23.0,-73.997772,40.745049,0.58
24.0,-73.982246,40.771919,0.83
25.0,-73.972862,40.763496,0.35
26.0,-73.990944,40.75124,0.13
27.0,-73.992645,40.758484,0.91
28.0,-73.98243,40.772518,0.25
29.0,-73.993431,40.721584,0.6
30.0,-73.986893,40.766262,0.72
