taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.98716,40.722328,0.35
2.0,-73.975647,40.752644,0.4
3.0,-73.980858,40.744633,0.85
4.0,-73.951065,40.711048,0.35
5.0,-73.991249,40.727589,0.81
6.0,-73.988876,40.741398,0.85
7.0,-74.368851,40.426376,0.33
8.0,-73.991142,40.750626,0.13
9.0,-73.981499,40.778557,0.83
10.0,-73.983299,40.757477,0.12
11.0,-74.004288,40.742352,0.92
12.0,-73.983856,40.725552,0.28
13.0,-73.987747,40.721138,0.93
14.0,-73.9916,40.745518,0.45
15.0,-74.006546,40.739758,0.82
16.0,-73.982841,40.766029,0.19
17.0,-73.991508,40.757908,0.82
18.0,-73.927841,40.865269,0.51
19.0,-73.993492,40.712418,0.61
20.0,-73.951546,40.714077,0.69
21.0,-73.993011,40.741386,0.19
22.0,-73.988853,40.753483,0.67
23.0,-73.957809,40.769577,0.7
24.0,-73.992592,40.737442,0.91
25.0,-73.991516,40.759789,0.5
26.0,-73.980904,40.730701,0.19
27.0,-73.986176,40.737469,0.75
28.0,-73.954254,40.730255,0.87
29.0,-73.990776,40.751213,0.17
30.0,-73.983459,40.762836,0.95
31.0,-73.99382,40.732639,0.41
32.0,-74.007088,40.739948,0.97
33.0,-74.008095,40.704922,0.41
34.0,-73.988945,40.758324,0.44
