taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-73.989761,40.738537,0.38
2.0,-73.992447,40.725346,0.26
3.0,-73.967476,40.683594,0.82
4.0,-73.982834,40.764091,0.21
5.0,-73.964333,40.76712,0.13
6.0,-73.983955,40.746296,0.13
7.0,-73.979256,40.762402,0.99
8.0,-74.003914,40.729755,0.19
9.0,-73.991219,40.719406,0.71
10.0,-73.78215,40.644547,0.3
11.0,0.0,0.0,0.26
12.0,-73.994141,40.741096,0.84
13.0,-74.010101,40.720634,0.28
14.0,-73.783073,40.648655,0.92
15.0,-74.000816,40.736542,0.9
16.0,-74.00322,40.73275,0.29
17.0,-73.984001,40.729317,0.97
18.0,-74.004967,40.720436,0.42
19.0,-73.981712,40.732651,0.55
20.0,-73.994019,40.751251,0.68
21.0,-73.970261,40.784107,0.8
22.0,-73.965309,40.755199,0.31
23.0,-73.980583,40.745232,0.75
24.0,-73.999573,40.728626,0.39
25.0,-73.924484,40.771091,0.63
26.0,-74.009239,40.708965,0.85
27.0,-74.001015,40.729122,0.33
28.0,-73.996391,40.723644,0.51
29.0,-73.960251,40.762081,0.37
30.0,-74.0,40.728634,0.4
31.0,-73.77697,40.645203,0.62
32.0,-74.000069,40.734776,0.88
33.0,-73.996178,40.75346,0.84
34.0,-73.998222,40.745411,0.43
