taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.005486,40.740616,0.29
2.0,-73.97316,40.764153,0.42
3.0,-73.997444,40.736534,0.12
4.0,-74.002663,40.733429,0.23
5.0,-74.006203,40.735821,0.44
6.0,-73.972107,40.763237,0.7
7.0,-73.983444,40.743889,0.84
8.0,-74.004677,40.734169,0.37
9.0,-74.004257,40.742203,0.93
10.0,-73.788315,40.64212,0.11
11.0,0.0,0.0,0.84
12.0,-73.985222,40.727688,0.73
13.0,-73.984138,40.727928,0.93
14.0,-74.005989,40.739922,0.31
15.0,-74.004936,40.751076,0.96
16.0,-73.992088,40.685753,0.35
17.0,-73.971443,40.606312,0.45
18.0,-74.005997,40.739395,0.82
19.0,-73.978638,40.777603,0.83
20.0,-74.005325,40.733273,0.88
21.0,-73.929306,40.693649,0.49
22.0,-73.983269,40.730759,0.56
23.0,0.0,0.0,0.76
24.0,-73.97274,40.753677,0.22
25.0,-74.01123,40.708519,0.39
26.0,-73.996124,40.763607,0.83
27.0,-73.964394,40.715893,0.8
28.0,-73.989723,40.729626,0.93
29.0,-74.003326,40.727562,0.47
30.0,-74.005775,40.740437,0.82
31.0,-73.998817,40.734261,0.53
32.0,-73.99192,40.726204,0.15
33.0,-73.980667,40.769978,0.15
34.0,-73.98912,40.756798,0.64
