customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.978409,40.783092,-73.950264,40.775597,2.949,8.0,0.255,7.8
2.0,-73.997826,40.763962,-74.008148,40.736176,1.418,11.0,0.379,4.5
3.0,-74.000534,40.735561,-73.971611,40.691822,3.259,18.0,0.913,9.7
4.0,-73.963463,40.774487,-73.947296,40.781067,1.758,5.0,0.841,17.7
5.0,-73.996109,40.752445,-73.986961,40.733704,1.185,14.0,0.77,18.9
6.0,-74.007385,40.740082,-73.983459,40.738403,2.521,14.0,0.722,16.5
7.0,0.0,0.0,-73.988136,40.727859,7761.173,16.0,0.757,18.4
8.0,-73.992615,40.723824,-73.983505,40.730072,1.062,4.0,0.276,1.2
9.0,-73.955109,40.773579,-73.87294,40.75956,8.33,20.483333333333334,0.239,3.1
10.0,-73.993782,40.751678,-73.987663,40.748093,0.756,4.35,0.873,3.1
11.0,-73.988861,40.777363,-73.97419,40.791218,1.648,5.183333333333334,0.94,4.1
12.0,-73.99852,40.723019,-73.999428,40.685917,1.161,14.983333333333333,0.668,6.4
13.0,-73.937813,40.803761,-73.957626,40.773556,2.28,5.916666666666667,0.422,14.4
14.0,-73.989143,40.758064,-73.980034,40.785599,1.319,8.15,0.583,19.6
15.0,-73.990234,40.726475,-73.953911,40.731041,3.758,15.383333333333333,0.374,16.0
16.0,-73.984879,40.758614,-73.98838,40.776604,0.743,8.983333333333333,0.976,8.4
17.0,-73.981308,40.764481,-73.982498,40.737099,0.9,11.533333333333333,0.531,14.4
18.0,-73.995644,40.716797,-73.956825,40.802383,4.664,26.4,0.665,6.8
19.0,-73.972168,40.759315,-73.989174,40.77702,1.9,10.65,1.069,6.2
20.0,-73.980064,40.681717,-73.983017,40.693245,0.571,6.116666666666666,0.394,19.9
21.0,-73.990898,40.736713,-73.981659,40.743198,1.075,10.466666666666667,0.247,17.6
22.0,-73.986794,40.749458,-74.002205,40.746895,1.675,3.9,0.79,14.9
23.0,-74.00486,40.71983,-74.008507,40.737362,0.741,7.283333333333333,0.776,18.1
24.0,-73.998711,40.724583,-73.988396,40.722691,1.167,5.1,0.354,6.1
25.0,-74.001823,40.730309,-73.965881,40.754295,3.778,12.733333333333333,0.981,2.9
26.0,-73.988411,40.748535,-73.987007,40.760803,0.503,5.333333333333333,1.192,3.9
27.0,-73.982132,40.776432,-73.976334,40.790844,0.838,2.216666666666667,0.356,19.0
28.0,-73.985397,40.759354,-74.007584,40.740856,2.405,9.333333333333334,0.554,5.4
29.0,-73.982033,40.758198,-73.975487,40.794392,1.328,10.883333333333333,1.009,15.1
30.0,-73.980759,40.72068,-73.974045,40.756714,1.333,14.25,0.216,8.4
31.0,-73.986725,40.733932,-73.981766,40.740356,0.663,1.7333333333333334,1.064,8.9
32.0,-73.992523,40.724754,-74.013374,40.708645,2.261,8.7,0.995,12.7
33.0,-73.989243,40.71899,-73.987946,40.744026,0.838,16.966666666666665,0.398,18.3
34.0,-73.783531,40.648636,-73.794739,40.667721,1.374,5.266666666666667,0.824,14.7
35.0,-73.985306,40.767841,-73.946465,40.830517,4.373,12.933333333333334,0.733,18.3
36.0,-73.967201,40.766624,-73.98983,40.733959,2.564,11.783333333333333,0.602,7.5
37.0,-73.999138,40.734119,-73.957054,40.779377,4.51,15.966666666666667,0.514,17.6
38.0,-73.979568,40.755844,-73.983269,40.739071,0.728,5.566666666666666,0.948,8.6
39.0,-74.002075,40.740376,-73.988403,40.759102,1.594,5.283333333333333,0.861,5.7
40.0,-73.989914,40.729439,-73.983856,40.746227,0.898,6.216666666666667,0.49,17.2
41.0,-73.990662,40.718243,-73.966393,40.690739,2.671,12.35,0.578,6.9
42.0,-74.007072,40.70697,-74.003738,40.742081,1.157,14.45,0.475,14.7
43.0,-73.988792,40.745258,-73.989151,40.672249,2.144,27.783333333333335,0.789,6.1
44.0,-73.985298,40.763603,-73.955971,40.822441,3.477,11.116666666666667,0.627,17.1
45.0,-73.987755,40.741085,-73.975388,40.761963,1.497,6.35,0.295,8.1
46.0,-73.953705,40.785194,-73.990112,40.756481,3.849,12.283333333333333,1.059,14.9
47.0,-73.98037,40.765701,-73.990852,40.775089,1.214,3.6666666666666665,0.944,11.0
48.0,-73.958496,40.78138,-73.959602,40.808784,0.9,6.733333333333333,0.945,17.6
49.0,-73.989922,40.743519,-74.00161,40.726505,1.392,7.25,0.37,1.9
50.0,-73.984039,40.749195,-73.993553,40.718037,1.415,10.383333333333333,1.071,9.5
51.0,-73.987038,40.736359,-73.965012,40.755974,2.397,6.783333333333333,0.728,10.5
