taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.006683,40.744141,0.71
2.0,-73.986618,40.743805,0.88
3.0,-73.983093,40.744495,0.27
4.0,-73.994057,40.746216,0.19
5.0,-73.980148,40.780724,0.53
6.0,-73.984215,40.761375,0.47
7.0,-73.968056,40.761234,0.57
8.0,-73.973381,40.792671,0.97
9.0,-73.973961,40.754669,0.11
10.0,-73.977165,40.788635,0.84
11.0,-74.008179,40.737335,0.73
12.0,-73.987007,40.761139,0.6
13.0,-73.993279,40.752178,0.41
14.0,-73.972557,40.764854,0.35
15.0,0.0,0.0,0.22
16.0,-73.990173,40.756126,0.68
17.0,-74.005287,40.728287,0.97
18.0,-74.004875,40.730072,0.74
19.0,-73.952454,40.80352,0.4
20.0,-73.980942,40.744556,0.59
21.0,-73.993149,40.751991,0.6
22.0,-74.002625,40.730614,0.35
23.0,-74.001839,40.732746,0.77
24.0,-74.001556,40.727524,0.13
25.0,-73.957619,40.774811,0.94
26.0,-73.992767,40.753571,0.25
27.0,-73.970436,40.752399,0.9
28.0,-73.992371,40.737972,0.72
29.0,-73.949242,40.797615,0.39
30.0,-73.997864,40.763996,0.84
31.0,-73.970993,40.755871,0.91
32.0,-73.997475,40.721577,0.45
33.0,-73.982094,40.73193,0.14
34.0,-73.789429,40.646557,0.55
