customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.979294,40.781696,-73.95507,40.773342,2.562,7.0,0.252,8.5
2.0,-73.990715,40.745613,-73.987633,40.7589,0.615,4.0,0.526,11.7
3.0,-73.997063,40.747272,-73.941254,40.823441,6.078,21.0,1.177,15.5
4.0,-74.002968,40.728329,-73.993835,40.737823,1.084,4.0,0.568,6.3
5.0,-74.010101,40.720058,-73.994728,40.752705,1.912,11.0,0.592,7.2
6.0,-73.950508,40.779549,-73.966583,40.789204,1.761,8.0,0.949,8.0
7.0,-73.988777,40.727081,-73.984825,40.736553,0.61,3.0,0.596,4.1
8.0,-74.00457,40.734009,-73.995102,40.739952,1.095,25.0,0.735,7.8
9.0,-73.988724,40.731216,-73.997925,40.693653,1.518,18.0,1.127,12.8
10.0,-73.990021,40.738121,-73.954742,40.690247,3.89,26.0,0.822,4.6
11.0,-73.997688,40.725899,-74.006111,40.733051,1.0,4.0,0.711,19.7
12.0,-73.971169,40.757233,-73.928162,40.763268,4.424,12.0,1.076,3.1
13.0,-73.981049,40.7416,-73.916595,40.773151,6.615,19.0,0.323,18.2
14.0,-74.006096,40.735043,-73.976929,40.774822,3.242,15.0,0.594,13.3
15.0,-73.999634,40.719322,-73.990921,40.741333,1.196,12.0,0.628,10.8
16.0,-74.002487,40.734234,-73.994614,40.740356,0.94,5.0,0.822,11.8
17.0,-73.987328,40.724716,-73.980232,40.734428,0.894,3.0,1.125,2.4
18.0,-73.997726,40.725746,-73.983131,40.721207,1.597,5.0,0.37,8.4
19.0,-73.96524,40.805779,-74.00251,40.730324,4.39,21.0,0.733,17.8
20.0,-73.95813,40.719357,-73.930573,40.703945,2.915,13.0,1.036,2.9
21.0,-74.002632,40.723572,-73.999588,40.733624,0.548,5.0,0.226,5.6
22.0,-74.005653,40.727074,-73.983299,40.744591,2.416,11.0,0.738,11.8
23.0,-73.993668,40.736103,-73.99675,40.757816,0.809,12.0,0.61,2.3
24.0,-73.992805,40.758533,-74.00061,40.722065,1.406,16.0,0.919,18.7
25.0,-73.983627,40.725876,-73.99324,40.722694,1.1,6.0,1.129,3.8
26.0,-73.968956,40.754246,-73.958389,40.810417,2.008,18.0,0.848,13.0
27.0,-73.783798,40.648624,-73.698334,40.713799,8.841,15.0,1.049,13.3
28.0,-73.997055,40.722336,-74.002632,40.749828,1.075,14.0,1.095,11.9
29.0,-74.008255,40.722061,-73.991325,40.72366,1.825,8.0,0.991,13.5
30.0,-73.990211,40.750881,-73.975784,40.744926,1.584,7.0,0.653,3.8
31.0,-73.980446,40.745026,-73.873589,40.738224,10.781,12.0,1.013,9.8
32.0,-73.863853,40.769917,-73.997543,40.739395,13.478,21.0,1.188,19.6
33.0,-73.957962,40.713936,-73.965149,40.714249,0.854,3.0,0.331,7.0
34.0,-73.956612,40.775192,-73.981651,40.783764,2.643,11.0,0.887,7.8
35.0,-73.783333,40.648621,-73.994164,40.720428,21.227,23.0,0.466,9.7
36.0,-73.97831,40.729076,-73.989426,40.757896,1.499,18.0,0.739,19.8
37.0,-73.961464,40.714214,-73.974586,40.790691,2.614,26.0,0.394,19.8
38.0,-73.999039,40.728157,-74.016434,40.705502,1.979,10.0,0.293,1.4
39.0,-74.011375,40.710754,-73.887207,40.744877,12.539,17.0,0.408,13.2
40.0,-74.003922,40.738293,-73.99942,40.743889,0.612,1.0,0.61,3.9
41.0,-74.004066,40.723911,-73.992096,40.666443,2.116,22.0,0.747,1.4
42.0,-73.979027,40.760231,-74.001305,40.726398,2.544,13.0,0.588,6.0
43.0,-73.983421,40.738434,-73.956635,40.775745,2.996,10.0,0.316,17.5
44.0,-73.980431,40.746593,-73.946762,40.797321,3.77,16.0,0.78,1.6
45.0,-73.984192,40.764614,-73.974648,40.777847,1.156,5.0,0.241,6.7
46.0,-73.986855,40.729858,-73.999306,40.730045,1.378,6.0,1.035,8.7
47.0,-73.987389,40.75507,-73.923317,40.812366,6.711,24.0,0.506,14.5
48.0,-73.982155,40.768791,-73.981812,40.663643,3.028,33.0,0.465,10.6
49.0,-73.967033,40.756935,-73.946762,40.766056,2.173,13.0,0.349,1.0
