customer_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,trip_distance,trip_time_in_mins,CS_distance,customer_waiting_time_in_mins
1.0,-73.996201,40.753403,-73.99382,40.720982,1.06,14.0,0.8,5.1
2.0,-73.990021,40.757351,-73.976646,40.743729,1.522,7.0,0.481,5.9
3.0,-73.997101,40.742039,-74.00206,40.742134,0.632,1.0,0.945,10.0
4.0,-73.991608,40.749931,-73.950203,40.775696,4.322,15.0,0.276,4.3
5.0,-73.995163,40.733986,-73.963905,40.683815,3.543,24.0,0.33,3.9
6.0,-73.790634,40.645237,-73.97049,40.764305,18.349,30.0,0.735,6.8
7.0,-73.98793,40.732307,-73.981567,40.737076,0.785,4.0,0.44,19.1
8.0,-73.974678,40.741978,-73.957825,40.765205,1.934,6.0,0.669,11.1
9.0,-74.009674,40.713306,-73.983955,40.695122,2.748,16.0,0.84,10.0
10.0,-73.994492,40.663754,-73.979942,40.743225,2.758,25.0,0.745,14.4
11.0,-73.974075,40.751259,-73.985199,40.724442,1.469,10.0,0.279,7.2
12.0,-73.991791,40.754177,-73.978142,40.764843,1.529,4.0,0.479,4.4
13.0,-74.008774,40.713913,-73.951324,40.730343,5.877,18.0,0.301,1.2
14.0,-73.994545,40.726055,-74.001213,40.720108,0.822,5.0,1.12,6.9
15.0,-73.989555,40.729851,-73.939163,40.752266,5.194,14.0,0.995,6.4
16.0,-74.007599,40.741013,-73.994843,40.74625,1.417,8.0,0.74,18.6
17.0,-74.001167,40.720116,-74.004486,40.71254,0.529,13.0,0.775,18.6
18.0,-73.988014,40.758999,-73.994522,40.730179,1.161,10.0,0.703,2.4
19.0,-74.001457,40.727882,-73.963814,40.713024,3.909,10.0,0.207,10.3
20.0,-73.974388,40.757164,-73.983452,40.760338,1.045,4.0,0.749,8.0
21.0,-73.925308,40.762108,-73.936256,40.75528,1.245,4.0,1.014,5.5
22.0,-73.968391,40.763161,-73.985062,40.721901,2.149,12.0,0.279,10.9
23.0,-73.964111,40.807915,-73.98008,40.784096,1.858,6.716666666666667,0.526,10.4
24.0,-74.009163,40.713493,-73.997688,40.736134,1.439,4.0,0.313,14.4
25.0,-73.990517,40.766422,-73.997009,40.760223,0.807,5.0,1.146,18.7
26.0,-74.002403,40.750095,-73.955513,40.677479,5.216,30.0,1.086,13.1
27.0,-73.946259,40.781258,-73.923798,40.755787,2.483,13.0,0.916,15.6
28.0,-73.993286,40.738457,-73.985153,40.738937,0.948,5.0,0.83,2.6
29.0,-73.999855,40.727062,-73.989059,40.736496,1.244,8.0,0.942,3.0
30.0,-73.982674,40.743961,-73.974541,40.730057,1.034,6.0,0.347,8.5
31.0,-74.008041,40.7411,-74.004982,40.725567,0.662,10.0,0.359,13.8
32.0,-74.002144,40.740479,-73.912033,40.755722,9.122,27.0,0.622,9.9
33.0,-73.957756,40.761436,-73.964287,40.75872,0.793,3.0,0.507,13.8
34.0,-73.980446,40.734283,-73.990097,40.724865,1.134,5.0,0.718,14.6
35.0,-73.992012,40.725449,-73.979973,40.720226,1.346,4.166666666666667,0.707,9.0
36.0,-73.989677,40.729488,-73.963554,40.679283,3.083,24.0,0.534,1.5
37.0,-73.960968,40.764919,-73.916489,40.773056,4.573,15.0,0.449,10.6
38.0,-73.857986,40.728294,-73.807907,40.732048,5.126,14.0,0.734,19.5
39.0,-73.988495,40.742908,-73.982651,40.692245,1.647,23.0,0.27,10.1
40.0,-73.990334,40.733768,-73.979286,40.718948,1.311,14.0,0.318,5.1
41.0,-73.991135,40.736671,-73.980423,40.780197,1.741,16.0,0.819,9.6
42.0,-73.996704,40.751083,-73.99662,40.693626,1.716,24.0,0.246,13.3
43.0,-74.007256,40.740887,-73.997925,40.754036,1.135,7.0,0.365,3.2
44.0,-73.977783,40.684635,-73.990707,40.668137,1.503,8.0,0.802,8.7
45.0,-73.984337,40.76997,-73.978775,40.753975,0.845,5.0,0.856,12.6
46.0,-73.980949,40.782143,-73.836235,40.719299,14.654,28.0,0.319,15.2
47.0,-73.979851,40.760723,-73.948196,40.778896,3.33,11.0,0.68,9.7
48.0,-73.98278,40.767719,-73.99189,40.762348,1.057,5.0,0.365,12.4
49.0,-73.975586,40.758125,-73.982613,40.759548,0.839,4.0,1.197,8.5
