taxi_id,taxi_longitude,taxi_latitude,soc
1.0,-74.004173,40.738064,0.88
2.0,-73.776688,40.64537,0.97
3.0,-73.986305,40.748207,0.86
4.0,-73.957863,40.717667,0.15
5.0,-73.980743,40.767471,0.38
6.0,-73.971138,40.794373,0.44
7.0,-73.991966,40.735188,0.11
8.0,-73.984077,40.727081,0.66
9.0,-73.988037,40.720001,0.94
10.0,-73.957664,40.717846,0.66
11.0,-74.005203,40.728657,0.95
12.0,-73.974846,40.7589,0.63
13.0,-73.984749,40.74839,0.18
14.0,-73.983566,40.726128,0.42
15.0,-74.005707,40.740192,0.93
16.0,-73.955635,40.772572,0.87
17.0,-73.97715,40.776684,0.95
18.0,-73.990395,40.751186,0.66
19.0,-73.992897,40.752171,0.9
20.0,-73.986008,40.730812,0.96
21.0,-73.999489,40.713936,0.77
22.0,-73.971794,40.763302,0.86
23.0,-73.98214,40.774117,0.72
24.0,-73.986946,40.668289,0.44
25.0,-74.008644,40.728703,0.87
26.0,-74.001167,40.730995,0.28
27.0,-73.990448,40.718872,0.73
28.0,-73.989914,40.732563,0.94
29.0,-73.971375,40.795231,0.42
30.0,-73.938065,40.796795,0.85
31.0,-73.985825,40.744225,0.72
32.0,-73.98674,40.771564,0.36
33.0,-73.995834,40.753178,0.35
34.0,-73.996559,40.748077,0.67
